model_name,category,url,specifications,features_summary,image_url
愛貝斯測試,,https://www.gigaipc.com/en/products-detail/test123,{},set(),https://www.gigaipc.com/upload/catalog_list_pic/iStock-1564128903 (2)__24B167FLFo.jpg
