category,oem,part_number,DWPD,form_factor,capacity,mfr_part_number,part_description,interface,part_specification,part_url,store
ssd,"SAMSUNG ELECTRONICS CO.,LTD",SAMSUNG MZ7KM960HAHP-000H3,3,"2.5""",960 GB,MZ7KM960HAHP -000H3,"Samsung SATA SSD SM863 Series MZ7KM960HAHP-000H3 (960GB, 2.5-inch)",6 Gbps,"{'Model': ['Samsung SATA SSD SM863 Series MZ7KM960HAHP-000H3 (960GB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['SATA'], 'Vendor Id': ['samsung'], 'Endurance': ['6000 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [3], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['SAMSUNG MZ7KM960HAHP-000H3'], 'Series': ['SM863'], 'Part Number': ['MZ7KM960HAHP -000H3']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=40989&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20SATA%20SSD%20SM863%20Series%20MZ7KM960HAHP-000H3%20%28960GB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZQL21T9HCJR-00A07,1,"2.5"" (U.2)",1920 GB,MZQL21T9HCJR-00A07,"Samsung NVMe SSD PM9A3 Series MZQL21T9HCJR-00A07 (1.92TB, 2.5-inch)",Gen4 x4,"{'Model': ['Samsung NVMe SSD PM9A3 Series MZQL21T9HCJR-00A07 (1.92TB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['3504 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['Gen4 x4'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5"" (U.2)'], 'VID': ['144d'], 'DID': ['a80a'], 'SVID': ['144d'], 'SSID': ['aa0a'], 'Product Id': ['MZQL21T9HCJR-00A07'], 'Series': ['PM9A3'], 'Part Number': ['MZQL21T9HCJR-00A07']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=53859&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM9A3%20Series%20MZQL21T9HCJR-00A07%20%281.92TB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZQL2960HCJR-00A07,1,"2.5"" (U.2)",960 GB,MZQL2960HCJR-00A07,"Samsung NVMe SSD PM9A3 Series MZQL2960HCJR-00A07 (960GB, 2.5-inch)",Gen4 x4,"{'Model': ['Samsung NVMe SSD PM9A3 Series MZQL2960HCJR-00A07 (960GB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['1752 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['Gen4 x4'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5"" (U.2)'], 'VID': ['144d'], 'DID': ['a80a'], 'SVID': ['144d'], 'SSID': ['aa09'], 'Product Id': ['MZQL2960HCJR-00A07'], 'Series': ['PM9A3'], 'Part Number': ['MZQL2960HCJR-00A07']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=53858&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM9A3%20Series%20MZQL2960HCJR-00A07%20%28960GB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",SAMSUNG MZ7KM480HAHP-000H3,3,"2.5""",480 GB,MZ7KM480HAHP -000H3,"Samsung SATA SSD SM863 Series MZ7KM480HAHP-000H3 (480GB, 2.5-inch)",6 Gbps,"{'Model': ['Samsung SATA SSD SM863 Series MZ7KM480HAHP-000H3 (480GB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['SATA'], 'Vendor Id': ['samsung'], 'Endurance': ['3000 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [3], 'Interface Speed': ['6 Gbps'], 'Capacity': ['480 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['SAMSUNG MZ7KM480HAHP-000H3'], 'Series': ['SM863'], 'Part Number': ['MZ7KM480HAHP -000H3']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=40988&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20SATA%20SSD%20SM863%20Series%20MZ7KM480HAHP-000H3%20%28480GB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",SAMSUNG MZ7KM240HAGR-000H3,3,"2.5""",240 GB,MZ7KM240HAGR -000H3,"Samsung SATA SSD SM863 Series MZ7KM240HAGR-000H3 (240GB, 2.5-inch)",6 Gbps,"{'Model': ['Samsung SATA SSD SM863 Series MZ7KM240HAGR-000H3 (240GB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['SATA'], 'Vendor Id': ['samsung'], 'Endurance': ['1500 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [3], 'Interface Speed': ['6 Gbps'], 'Capacity': ['240 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['SAMSUNG MZ7KM240HAGR-000H3'], 'Series': ['SM863'], 'Part Number': ['MZ7KM240HAGR -000H3']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=40987&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20SATA%20SSD%20SM863%20Series%20MZ7KM240HAGR-000H3%20%28240GB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",SAMSUNG MZ7KM120HAFD-000H3,3,"2.5""",120 GB,MZ7KM120HAFD -000H3,"Samsung SATA SSD SM863 Series MZ7KM120HAFD-000H3 (120GB, 2.5-inch)",6 Gbps,"{'Model': ['Samsung SATA SSD SM863 Series MZ7KM120HAFD-000H3 (120GB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['SATA'], 'Vendor Id': ['samsung'], 'Endurance': ['750 TBW'], 'Performance Class': ['Class C: 10,000-19,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [3], 'Interface Speed': ['6 Gbps'], 'Capacity': ['120 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['SAMSUNG MZ7KM120HAFD-000H3'], 'Series': ['SM863'], 'Part Number': ['MZ7KM120HAFD -000H3']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=40986&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20SATA%20SSD%20SM863%20Series%20MZ7KM120HAFD-000H3%20%28120GB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZQLB7T6HMLA-00007,0.8,"2.5""",7680 GB,MZQLB7T6HMLA-00007,"Samsung NVMe SSD PM983 Series MZQLB7T6HMLA-00007 (7.68TB, 2.5-inch)",Gen3 x4,"{'Model': ['Samsung NVMe SSD PM983 Series MZQLB7T6HMLA-00007 (7.68TB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['10932 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [0.8], 'Interface Speed': ['Gen3 x4'], 'Capacity': ['7680 GB'], 'Form Factor': ['2.5""'], 'VID': ['144d'], 'DID': ['a808'], 'SVID': ['144d'], 'SSID': ['a801'], 'Product Id': ['MZQLB7T6HMLA-00007'], 'Series': ['PM983'], 'Part Number': ['MZQLB7T6HMLA-00007']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46086&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM983%20Series%20MZQLB7T6HMLA-00007%20%287.68TB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZQLB3T8HALS-00007,0.8,"2.5""",3840 GB,MZQLB3T8HALS-00007,"Samsung NVMe SSD PM983 Series MZQLB3T8HALS-00007 (3.84TB, 2.5-inch)",Gen3 x4,"{'Model': ['Samsung NVMe SSD PM983 Series MZQLB3T8HALS-00007 (3.84TB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['5466 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [0.8], 'Interface Speed': ['Gen3 x4'], 'Capacity': ['3840 GB'], 'Form Factor': ['2.5""'], 'VID': ['144d'], 'DID': ['a808'], 'SVID': ['144d'], 'SSID': ['a801'], 'Product Id': ['MZQLB3T8HALS-00007'], 'Series': ['PM983'], 'Part Number': ['MZQLB3T8HALS-00007']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46085&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM983%20Series%20MZQLB3T8HALS-00007%20%283.84TB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZQLB1T9HAJR-00007,0.8,"2.5""",1920 GB,MZQLB1T9HAJR-00007,"Samsung NVMe SSD PM983 Series MZQLB1T9HAJR-00007 (1.92TB, 2.5-inch)",Gen3 x4,"{'Model': ['Samsung NVMe SSD PM983 Series MZQLB1T9HAJR-00007 (1.92TB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['2733 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [0.8], 'Interface Speed': ['Gen3 x4'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'VID': ['144d'], 'DID': ['a808'], 'SVID': ['144d'], 'SSID': ['a801'], 'Product Id': ['MZQLB1T9HAJR-00007'], 'Series': ['PM983'], 'Part Number': ['MZQLB1T9HAJR-00007']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46084&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM983%20Series%20MZQLB1T9HAJR-00007%20%281.92TB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZWL66T4HBLC-00AW7,3,"2.5"" (U.2)",6400 GB,MZWL66T4HBLC-00AW7,"Samsung NVMe SSD PM9D5a Series MZWL66T4HBLC-00AW7 (6.4TB, 2.5inch)",Gen5 x4,"{'Model': ['Samsung NVMe SSD PM9D5a Series MZWL66T4HBLC-00AW7 (6.4TB, 2.5inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['35040 TBW'], 'Performance Class': ['Class G: 350,000+ Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen5 x4'], 'Capacity': ['6400 GB'], 'Form Factor': ['2.5"" (U.2)'], 'VID': ['144d'], 'DID': ['a900'], 'SVID': ['144d'], 'SSID': ['a80d'], 'Product Id': ['MZWL66T4HBLC-00AW7'], 'Series': ['PM9D5a'], 'Part Number': ['MZWL66T4HBLC-00AW7']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=63804&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM9D5a%20Series%20MZWL66T4HBLC-00AW7%20%286.4TB%2C%202.5inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZQLB960HAJR-00007,0.8,"2.5""",960 GB,MZQLB960HAJR-00007,"Samsung NVMe SSD PM983 Series MZQLB960HAJR-00007(960GB, 2.5-inch)",Gen3 x4,"{'Model': ['Samsung NVMe SSD PM983 Series MZQLB960HAJR-00007(960GB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['1366 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [0.8], 'Interface Speed': ['Gen3 x4'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'VID': ['144d'], 'DID': ['a808'], 'SVID': ['144d'], 'SSID': ['a801'], 'Product Id': ['MZQLB960HAJR-00007'], 'Series': ['PM983'], 'Part Number': ['MZQLB960HAJR-00007']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46083&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM983%20Series%20MZQLB960HAJR-00007%28960GB%2C%202.5-inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZPLL12THMLA ,3,"AIC (HHHL, FHHL, LP)",12800 GB,MZPLL6T4HMLA,"Samsung NVMe SSD PM1725b Series MZPLL12THMLA -00005 (12.8TB, HHHL)",Gen3 x8,"{'Model': ['Samsung NVMe SSD PM1725b Series MZPLL12THMLA -00005 (12.8TB, HHHL)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['70080 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen3 x8'], 'Capacity': ['12800 GB'], 'Form Factor': ['AIC (HHHL, FHHL, LP)'], 'VID': ['144d'], 'DID': ['a822'], 'SVID': ['144d'], 'SSID': ['a818'], 'Product Id': ['MZPLL12THMLA '], 'Series': ['PM1725b'], 'Part Number': ['MZPLL6T4HMLA'], 'Note(s)': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46080&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM1725b%20Series%20MZPLL12THMLA%20-00005%20%2812.8TB%2C%20HHHL%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZPLL6T4HMLA,3,"AIC (HHHL, FHHL, LP)",6400 GB,MZPLL6T4HMLA,"Samsung NVMe SSD PM1725b Series MZPLL6T4HMLA-00005 (6.4TB, HHHL)",Gen3 x8,"{'Model': ['Samsung NVMe SSD PM1725b Series MZPLL6T4HMLA-00005 (6.4TB, HHHL)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['35040 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen3 x8'], 'Capacity': ['6400 GB'], 'Form Factor': ['AIC (HHHL, FHHL, LP)'], 'VID': ['144d'], 'DID': ['a822'], 'SVID': ['144d'], 'SSID': ['a816'], 'Product Id': ['MZPLL6T4HMLA'], 'Series': ['PM1725b'], 'Part Number': ['MZPLL6T4HMLA']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46079&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM1725b%20Series%20MZPLL6T4HMLA-00005%20%286.4TB%2C%20HHHL%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZPLL3T2HAJQ,3,"AIC (HHHL, FHHL, LP)",3200 GB,MZPLL3T2HAJQ,"Samsung NVMe SSD PM1725b Series MZPLL3T2HAJQ-00005 (3.2TB, HHHL)",Gen3 x8,"{'Model': ['Samsung NVMe SSD PM1725b Series MZPLL3T2HAJQ-00005 (3.2TB, HHHL)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['17520 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen3 x8'], 'Capacity': ['3200 GB'], 'Form Factor': ['AIC (HHHL, FHHL, LP)'], 'VID': ['144d'], 'DID': ['a822'], 'SVID': ['144d'], 'SSID': ['a814'], 'Product Id': ['MZPLL3T2HAJQ'], 'Series': ['PM1725b'], 'Part Number': ['MZPLL3T2HAJQ']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46078&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM1725b%20Series%20MZPLL3T2HAJQ-00005%20%283.2TB%2C%20HHHL%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZWLL12THMLA-00005,3,"2.5""",12800 GB,MZWLL12THMLA-00005,"Samsung NVMe SSD PM1725b Series MZWLL12THMLA-00005 (12.8TB, 2.5inch)",Gen3 x4,"{'Model': ['Samsung NVMe SSD PM1725b Series MZWLL12THMLA-00005 (12.8TB, 2.5inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['70080 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen3 x4'], 'Capacity': ['12800 GB'], 'Form Factor': ['2.5""'], 'VID': ['144d'], 'DID': ['a822'], 'SVID': ['144d'], 'SSID': ['a80e'], 'Product Id': ['MZWLL12THMLA-00005'], 'Series': ['PM1725b'], 'Part Number': ['MZWLL12THMLA-00005'], 'Note(s)': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46037&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM1725b%20Series%20MZWLL12THMLA-00005%20%2812.8TB%2C%202.5inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZPLL1T6HAJQ,3,"AIC (HHHL, FHHL, LP)",1600 GB,MZPLL1T6HAJQ,"Samsung NVMe SSD PM1725b Series MZPLL1T6HAJQ-00005 (1.6TB, HHHL)",Gen3 x8,"{'Model': ['Samsung NVMe SSD PM1725b Series MZPLL1T6HAJQ-00005 (1.6TB, HHHL)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['8760 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen3 x8'], 'Capacity': ['1600 GB'], 'Form Factor': ['AIC (HHHL, FHHL, LP)'], 'VID': ['144d'], 'DID': ['a822'], 'SVID': ['144d'], 'SSID': ['a812'], 'Product Id': ['MZPLL1T6HAJQ'], 'Series': ['PM1725b'], 'Part Number': ['MZPLL1T6HAJQ']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46077&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM1725b%20Series%20MZPLL1T6HAJQ-00005%20%281.6TB%2C%20HHHL%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZWLL6T4HMLA-00005,3,"2.5""",6400 GB,MZWLL6T4HMLA-00005,"Samsung NVMe SSD PM1725b Series MZWLL6T4HMLA-00005 (6.4TB, 2.5inch)",Gen3 x4,"{'Model': ['Samsung NVMe SSD PM1725b Series MZWLL6T4HMLA-00005 (6.4TB, 2.5inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['35040 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen3 x4'], 'Capacity': ['6400 GB'], 'Form Factor': ['2.5""'], 'VID': ['144d'], 'DID': ['a822'], 'SVID': ['144d'], 'SSID': ['a80d'], 'Product Id': ['MZWLL6T4HMLA-00005'], 'Series': ['PM1725b'], 'Part Number': ['MZWLL6T4HMLA-00005']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46036&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM1725b%20Series%20MZWLL6T4HMLA-00005%20%286.4TB%2C%202.5inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZWLL3T2HAJQ-00005,3,"2.5""",3200 GB,MZWLL3T2HAJQ-00005,"Samsung NVMe SSD PM1725b Series MZWLL3T2HAJQ-00005 (3.2TB, 2.5inch)",Gen3 x4,"{'Model': ['Samsung NVMe SSD PM1725b Series MZWLL3T2HAJQ-00005 (3.2TB, 2.5inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['17520 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen3 x4'], 'Capacity': ['3200 GB'], 'Form Factor': ['2.5""'], 'VID': ['144d'], 'DID': ['a822'], 'SVID': ['144d'], 'SSID': ['a80c'], 'Product Id': ['MZWLL3T2HAJQ-00005'], 'Series': ['PM1725b'], 'Part Number': ['MZWLL3T2HAJQ-00005']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46035&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM1725b%20Series%20MZWLL3T2HAJQ-00005%20%283.2TB%2C%202.5inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZWL63T2HFLT-00AW7,3,"2.5"" (U.2)",3200 GB,MZWL63T2HFLT-00AW7,"Samsung NVMe SSD PM9D5a Series MZWL63T2HFLT-00AW7 (3.2TB, 2.5inch)",Gen5 x4,"{'Model': ['Samsung NVMe SSD PM9D5a Series MZWL63T2HFLT-00AW7 (3.2TB, 2.5inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['17520 TBW'], 'Performance Class': ['Class G: 350,000+ Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen5 x4'], 'Capacity': ['3200 GB'], 'Form Factor': ['2.5"" (U.2)'], 'VID': ['144d'], 'DID': ['a900'], 'SVID': ['144d'], 'SSID': ['a80c'], 'Product Id': ['MZWL63T2HFLT-00AW7'], 'Series': ['PM9D5a'], 'Part Number': ['MZWL63T2HFLT-00AW7']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=63802&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM9D5a%20Series%20MZWL63T2HFLT-00AW7%20%283.2TB%2C%202.5inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZWLL1T6HAJQ-00005,3,"2.5""",1600 GB,MZWLL1T6HAJQ-00005,"Samsung NVMe SSD PM1725b Series MZWLL1T6HAJQ-00005 (1.6TB, 2.5inch)",Gen3 x4,"{'Model': ['Samsung NVMe SSD PM1725b Series MZWLL1T6HAJQ-00005 (1.6TB, 2.5inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['8760 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen3 x4'], 'Capacity': ['1600 GB'], 'Form Factor': ['2.5""'], 'VID': ['144d'], 'DID': ['a822'], 'SVID': ['144d'], 'SSID': ['a80b'], 'Product Id': ['MZWLL1T6HAJQ-00005'], 'Series': ['PM1725b'], 'Part Number': ['MZWLL1T6HAJQ-00005']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=46034&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20NVMe%20SSD%20PM1725b%20Series%20MZWLL1T6HAJQ-00005%20%281.6TB%2C%202.5inch%29,VMware
ssd,"SAMSUNG ELECTRONICS CO.,LTD",MZILS3T2HMLH0D3,3,"2.5""",3200 GB,MZILS3T2HMLH-000D3,"Samsung SAS SSD PM1635a Series MZILS3T2HMLH-000D3(3200GB, 2.5-inch)",12 Gbps,"{'Model': ['Samsung SAS SSD PM1635a Series MZILS3T2HMLH-000D3(3200GB, 2.5-inch)'], 'Partner Name': ['SAMSUNG ELECTRONICS CO.,LTD'], 'Device Type': ['SAS'], 'Vendor Id': ['Samsung'], 'Endurance': ['17520 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['12 Gbps'], 'Capacity': ['3200 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MZILS3T2HMLH0D3'], 'Series': ['PM1635a'], 'Part Number': ['MZILS3T2HMLH-000D3']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=40951&persona=live&column=partnerName&order=asc&redirectFrom=Samsung%20SAS%20SSD%20PM1635a%20Series%20MZILS3T2HMLH-000D3%283200GB%2C%202.5-inch%29,VMware
