category,oem,part_number,DWPD,form_factor,capacity,mfr_part_number,part_description,interface,part_specification,part_url,store
ssd,Cisco,Micron_5400_MTFD,1,"2.5""",480 GB,16-102106-01,nan,6 Gbps,"{'Model': ['UCS-SD480GBM1X-EV'], 'Partner Name': ['Cisco'], 'Device Type': ['SATA'], 'Vendor Id': ['Micron Technology Inc\t\t\t\t\t'], 'Endurance': ['1324 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class B >=1825 TBW'], 'Flash Technology': ['3D TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['480 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['Micron_5400_MTFD'], 'Series': ['5400'], 'Part Number': ['16-102106-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=53729&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD480GBM1X-EV,VMware
ssd,Cisco,Micron_5400_MTFD,1,"2.5""",1920 GB,16-102108-01,nan,6 Gbps,"{'Model': ['UCS-SD19TBM1X-EV'], 'Partner Name': ['Cisco'], 'Device Type': ['SATA'], 'Vendor Id': ['Micron Technology Inc\t\t\t\t\t'], 'Endurance': ['5256 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['3D TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['Micron_5400_MTFD'], 'Series': ['5400'], 'Part Number': ['16-102108-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=53769&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD19TBM1X-EV,VMware
ssd,Cisco,SSDPF2KE016T1O,3,"2.5""",1600 GB,16-101934-01,"Cisco SSD DC P5620 Series SSDPF2KE16T10 (1.6TB, 2.5"" U.2, PN: UCS-NVME4-1600, UCSX-NVME4-1600)",Gen4 x4,"{'Model': ['Cisco SSD DC P5620 Series SSDPF2KE16T10 (1.6TB, 2.5"" U.2, PN: UCS-NVME4-1600, UCSX-NVME4-1600)'], 'Partner Name': ['Cisco'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['8700 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen4 x4'], 'Capacity': ['1600 GB'], 'Form Factor': ['2.5""'], 'VID': ['8086'], 'DID': ['0b60'], 'SVID': ['8086'], 'SSID': ['9108'], 'Product Id': ['SSDPF2KE016T1O'], 'Series': ['D7-P5620'], 'Part Number': ['16-101934-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=54156&persona=live&column=partnerName&order=asc&redirectFrom=Cisco%20SSD%20DC%20P5620%20Series%20SSDPF2KE16T10%20%281.6TB%2C%202.5%22%20U.2%2C%20PN%3A%20UCS-NVME4-1600%2C%20UCSX-NVME4-1600%29,VMware
ssd,Cisco,KPM6XVUG3T20  ,3,"2.5""",3200 GB,16-101704-01,nan,12 Gbps,"{'Model': ['UCSX-SD32TK3X-EP'], 'Partner Name': ['Cisco'], 'Device Type': ['SAS'], 'Vendor Id': ['KIOXIA'], 'Endurance': ['17520 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['BiCS'], 'DWPD': [3], 'Interface Speed': ['12 Gbps'], 'Capacity': ['3200 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['KPM6XVUG3T20  '], 'Series': ['PM6'], 'Part Number': ['16-101704-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=49808&persona=live&column=partnerName&order=asc&redirectFrom=UCSX-SD32TK3X-EP,VMware
ssd,Cisco,MTFDDAK480TCB-1AR1ZABYY,1,"2.5""",480 GB,16-101169-01,nan,6 Gbps,"{'Model': ['UCS-SD480GBMS4-EV'], 'Partner Name': ['Cisco'], 'Device Type': ['SATA'], 'Vendor Id': ['ATA'], 'Endurance': ['1300 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['480 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MTFDDAK480TCB-1AR1ZABYY'], 'Series': ['5100'], 'Part Number': ['16-101169-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=42999&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD480GBMS4-EV,VMware
ssd,Cisco,Micron_5400_MTFD,1,"2.5""",1920 GB,16-102102-01,nan,6 Gbps,"{'Model': ['UCS-SD19TBM1X-EV'], 'Partner Name': ['Cisco'], 'Device Type': ['SATA'], 'Vendor Id': ['Micron Technology Inc\t\t\t\t\t'], 'Endurance': ['5256 TBW'], 'Performance Class': ['Class E: 30,000-99,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['3D TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['1920 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['Micron_5400_MTFD'], 'Series': ['5400'], 'Part Number': ['16-102102-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=53726&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD19TBM1X-EV,VMware
ssd,Cisco,Micron_5400_MTFD,1,"2.5""",7680 GB,16-102090-01,nan,6 Gbps,"{'Model': ['UCS-SD76TBM1X-EV'], 'Partner Name': ['Cisco'], 'Device Type': ['SATA'], 'Vendor Id': ['Micron Technology Inc\t\t\t\t\t'], 'Endurance': ['9110 TBW'], 'Performance Class': ['Class B: 5,000-9,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['3D TLC'], 'DWPD': [1], 'Interface Speed': ['6 Gbps'], 'Capacity': ['7680 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['Micron_5400_MTFD'], 'Series': ['5400'], 'Part Number': ['16-102090-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=53728&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD76TBM1X-EV,VMware
ssd,Cisco,Micron_7450_MTFDKCC1T6TFS,3,"2.5"" (U.3)",1600 GB,16-101872-01,"1.6TB 2.5in U.3 Micron 7450 NVMe High Perf High Endurance (UCS-NVMEG4-M1600, UCSX-NVMEG4-M1600)",Gen4 x4,"{'Model': ['1.6TB 2.5in U.3 Micron 7450 NVMe High Perf High Endurance (UCS-NVMEG4-M1600, UCSX-NVMEG4-M1600)'], 'Partner Name': ['Cisco'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['8700 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen4 x4'], 'Capacity': ['1600 GB'], 'Form Factor': ['2.5"" (U.3)'], 'VID': ['1344'], 'DID': ['51c4'], 'SVID': ['1344'], 'SSID': ['3000'], 'Product Id': ['Micron_7450_MTFDKCC1T6TFS'], 'Series': ['7450'], 'Part Number': ['16-101872-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=57632&persona=live&column=partnerName&order=asc&redirectFrom=1.6TB%202.5in%20U.3%20Micron%207450%20NVMe%20High%20Perf%20High%20Endurance%20%28UCS-NVMEG4-M1600%2C%20UCSX-NVMEG4-M1600%29,VMware
ssd,Cisco,KPM7XRUG7T68,0,"2.5""",7680 GB,SDFU083JAB02T,nan,24 Gbps,"{'Model': ['UCS-SD76TKA1X-EV'], 'Partner Name': ['Cisco'], 'Device Type': ['SAS'], 'Vendor Id': ['KIOXIA'], 'Endurance': ['14016 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [0], 'Interface Speed': ['24 Gbps'], 'Capacity': ['7680 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['KPM7XRUG7T68'], 'Series': ['PM7'], 'Part Number': ['SDFU083JAB02T']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=57168&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD76TKA1X-EV,VMware
ssd,Cisco,Micron_7450_MTFDKCC6T4TFS,3,"2.5"" (U.3)",6400 GB,16-101874-01,"6.4TB 2.5in U.3 Micron 7450 NVMe High Perf High Endurance(UCS-NVMEG4-M6400, UCSX-NVMEG4-M6400)",Gen4 x4,"{'Model': ['6.4TB 2.5in U.3 Micron 7450 NVMe High Perf High Endurance(UCS-NVMEG4-M6400, UCSX-NVMEG4-M6400)'], 'Partner Name': ['Cisco'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['35000 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen4 x4'], 'Capacity': ['6400 GB'], 'Form Factor': ['2.5"" (U.3)'], 'VID': ['1344'], 'DID': ['51c4'], 'SVID': ['1344'], 'SSID': ['5000'], 'Product Id': ['Micron_7450_MTFDKCC6T4TFS'], 'Series': ['7450'], 'Part Number': ['16-101874-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=57644&persona=live&column=partnerName&order=asc&redirectFrom=6.4TB%202.5in%20U.3%20Micron%207450%20NVMe%20High%20Perf%20High%20Endurance%28UCS-NVMEG4-M6400%2C%20UCSX-NVMEG4-M6400%29,VMware
ssd,Cisco,HUSMM3216ASS205,10,"2.5""",1600 GB,16-101299-01,nan,12 Gbps,"{'Model': ['UCS-SD16TBHNK9'], 'Partner Name': ['Cisco'], 'Device Type': ['SAS'], 'Vendor Id': ['HGST'], 'Endurance': ['29200 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [10], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1600 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['HUSMM3216ASS205'], 'Series': ['UltraStar SS300'], 'Part Number': ['16-101299-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=44236&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD16TBHNK9,VMware
ssd,Cisco,HUSMR3280ASS200 ,10,"2.5""",800 GB,16-101294-01,nan,12 Gbps,"{'Model': ['UCS-SD800GH3-EP'], 'Partner Name': ['Cisco'], 'Device Type': ['SAS'], 'Vendor Id': ['HGST'], 'Endurance': ['4380 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class C >=3504 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [10], 'Interface Speed': ['12 Gbps'], 'Capacity': ['800 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['HUSMR3280ASS200 '], 'Series': ['UltraStar SS300'], 'Part Number': ['16-101294-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=44207&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD800GH3-EP,VMware
ssd,Cisco,Micron_7450_MTFDKCB6T4TFS,3,"2.5"" (U.3)",6400 GB,16-102041-01,nan,Gen4 x4,"{'Model': ['UCS-S3260-NVMM64T'], 'Partner Name': ['Cisco'], 'Device Type': ['NVMe'], 'Vendor Id': ['NVMe'], 'Endurance': ['35000 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['TLC'], 'DWPD': [3], 'Interface Speed': ['Gen4 x4'], 'Capacity': ['6400 GB'], 'Form Factor': ['2.5"" (U.3)'], 'VID': ['1344'], 'DID': ['51c4'], 'SVID': ['1344'], 'SSID': ['5000'], 'Product Id': ['Micron_7450_MTFDKCB6T4TFS'], 'Series': ['7450'], 'Part Number': ['16-102041-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=57659&persona=live&column=partnerName&order=asc&redirectFrom=UCS-S3260-NVMM64T,VMware
ssd,Dell,MZ7LM960HCHP00D3,0,"2.5""",960 GB,3D6WK,960GB Solid State Drive SATA Read Intensive 6Gbps 2.5 in PM863,6 Gbps,"{'Model': ['960GB Solid State Drive SATA Read Intensive 6Gbps 2.5 in PM863'], 'Partner Name': ['Dell'], 'Device Type': ['SATA'], 'Vendor Id': ['ATA'], 'Endurance': ['1366 TBW'], 'Performance Class': ['Class D: 20,000-29,999 Writes Per Second'], 'Endurance Class': ['Endurance Class A >=365 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [0], 'Interface Speed': ['6 Gbps'], 'Capacity': ['960 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['MZ7LM960HCHP00D3'], 'Series': ['PM863'], 'Part Number': ['3D6WK'], 'Note(s)': ['It is strongly recommended that you use vSAN ReadyNodes. However, if you choose to Build Your Own vSAN solution then you must confirm that your components including drives are supported by the OEM server manufacturer']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=39444&persona=live&column=partnerName&order=asc&redirectFrom=960GB%20Solid%20State%20Drive%20SATA%20Read%20Intensive%206Gbps%202.5%20in%20PM863,VMware
hdd,Hewlett Packard Enterprise,MB014000JWUDB,nan,"3.5""",14000GB,"P09153-B21 , P09153-H21 , P09153-K21",HPE 14TB SAS 7.2K LFF DS He SC HDD,12 Gbps,"{'Model': ['HPE 14TB SAS 7.2K LFF DS He SC HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['P09153-B21 , P09153-H21 , P09153-K21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['14000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD1'], 'Series': ['Ultrastar DC HC530'], 'Product Id': ['MB014000JWUDB'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=44873&persona=live&column=partnerName&order=asc&redirectFrom=HPE%2014TB%20SAS%207.2K%20LFF%20DS%20He%20SC%20HDD,VMware
ssd,Cisco,HUSMM3240ASS205,10,"2.5""",400 GB,16-101297-01,nan,12 Gbps,"{'Model': ['UCS-SD400GBHK9'], 'Partner Name': ['Cisco'], 'Device Type': ['SAS'], 'Vendor Id': ['HGST'], 'Endurance': ['7300 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [10], 'Interface Speed': ['12 Gbps'], 'Capacity': ['400 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['HUSMM3240ASS205'], 'Series': ['UltraStar SS300'], 'Part Number': ['16-101297-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=44231&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD400GBHK9,VMware
hdd,Hewlett Packard Enterprise,MB014000JWZHC,nan,"3.5""",14000GB,"P09153-B21 , P09153-K21",HPE 14TB SAS 7.2K LFF DS He SC HDD,12 Gbps,"{'Model': ['HPE 14TB SAS 7.2K LFF DS He SC HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['P09153-B21 , P09153-K21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['14000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD0'], 'Series': ['Exos X16'], 'Product Id': ['MB014000JWZHC'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=46150&persona=live&column=partnerName&order=asc&redirectFrom=HPE%2014TB%20SAS%207.2K%20LFF%20DS%20He%20SC%20HDD,VMware
ssd,Cisco,HUSMM3240ASS205,10,"2.5""",400 GB,16-101297-01,nan,12 Gbps,"{'Model': ['UCS-SD400GBHNK9'], 'Partner Name': ['Cisco'], 'Device Type': ['SAS'], 'Vendor Id': ['HGST'], 'Endurance': ['7300 TBW'], 'Performance Class': ['Class F: 100,000-349,999 Writes Per Second'], 'Endurance Class': ['Endurance Class D >=7300 TBW'], 'Flash Technology': ['MLC'], 'DWPD': [10], 'Interface Speed': ['12 Gbps'], 'Capacity': ['400 GB'], 'Form Factor': ['2.5""'], 'Product Id': ['HUSMM3240ASS205'], 'Series': ['UltraStar SS300'], 'Part Number': ['16-101297-01']}",https://compatibilityguide.broadcom.com/detail?program=ssd&productId=44232&persona=live&column=partnerName&order=asc&redirectFrom=UCS-SD400GBHNK9,VMware
hdd,Hewlett Packard Enterprise,MB8000JEQVA,nan,"3.5""",8000GB,793701-B21,HP 8TB 12G SAS 7.2K 3.5in 512e MDL HDD,12 Gbps,"{'Model': ['HP 8TB 12G SAS 7.2K 3.5in 512e MDL HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['793701-B21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['8000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD7'], 'Series': ['MBJ'], 'Product Id': ['MB8000JEQVA']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40571&persona=live&column=partnerName&order=asc&redirectFrom=HP%208TB%2012G%20SAS%207.2K%203.5in%20512e%20MDL%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB014000JYCJV,nan,"3.5""",14000GB,"P09153-B21, P09153-K21",HPE 14TB SAS 7.2K LFF DS He SC HDD,12 Gbps,"{'Model': ['HPE 14TB SAS 7.2K LFF DS He SC HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['P09153-B21, P09153-K21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['14000GB'], 'RPM': [7200], 'Format': ['512-byte Emulation'], 'Minimum Firmware Version': ['HPD0'], 'Series': ['Exos X18 '], 'Product Id': ['MB014000JYCJV'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=51957&persona=live&column=partnerName&order=asc&redirectFrom=HPE%2014TB%20SAS%207.2K%20LFF%20DS%20He%20SC%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB004000JWFVP,nan,"3.5""",4000GB,872291-002,4TB 12G SAS 7.2K LFF MDL SC DS HDD,12 Gbps,"{'Model': ['4TB 12G SAS 7.2K LFF MDL SC DS HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['872291-002'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['4000GB'], 'RPM': [7200], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD1'], 'Series': ['Tomcat-R SAS (512n)'], 'Product Id': ['MB004000JWFVP']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=41697&persona=live&column=partnerName&order=asc&redirectFrom=4TB%2012G%20SAS%207.2K%20LFF%20MDL%20SC%20DS%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB014000JWUDB,nan,"3.5""",14000GB,"P09155-B21 ,P09155-H21 ,P09155-K21",HPE 14TB SAS 7.2K LFF DS He SC HDD,12 Gbps,"{'Model': ['HPE 14TB SAS 7.2K LFF DS He SC HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['P09155-B21 ,P09155-H21 ,P09155-K21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['14000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD1'], 'Series': ['Ultrastar DC HC530'], 'Product Id': ['MB014000JWUDB'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=44874&persona=live&column=partnerName&order=asc&redirectFrom=HPE%2014TB%20SAS%207.2K%20LFF%20DS%20He%20SC%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB006000JWFVK,nan,"3.5""",4000GB,872290-001,4TB 12G SAS 7.2K LFF 512e MDL SC DS HDD,12 Gbps,"{'Model': ['4TB 12G SAS 7.2K LFF 512e MDL SC DS HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['872290-001'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['4000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD1'], 'Series': ['Tomcat-R SAS(512e)'], 'Product Id': ['MB006000JWFVK']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=41700&persona=live&column=partnerName&order=asc&redirectFrom=4TB%2012G%20SAS%207.2K%20LFF%20512e%20MDL%20SC%20DS%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB8000JFECQ,nan,"3.5""",8000GB,867263-B21,HP 8TB 12G SAS 7.2K 3.5in 512e MDL LP HDD (FIO),12 Gbps,"{'Model': ['HP 8TB 12G SAS 7.2K 3.5in 512e MDL LP HDD (FIO)'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['867263-B21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['8000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD2'], 'Series': ['MBJ'], 'Product Id': ['MB8000JFECQ']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40569&persona=live&column=partnerName&order=asc&redirectFrom=HP%208TB%2012G%20SAS%207.2K%203.5in%20512e%20MDL%20LP%20HDD%20%28FIO%29,VMware
hdd,Hewlett Packard Enterprise,MB8000JEQVA,nan,"3.5""",8000GB,805337-B21,HP 8TB 12G SAS 7.2k 3.5in MDL LP HDD,12 Gbps,"{'Model': ['HP 8TB 12G SAS 7.2k 3.5in MDL LP HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['805337-B21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['8000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD7'], 'Series': ['MBJ'], 'Product Id': ['MB8000JEQVA']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40573&persona=live&column=partnerName&order=asc&redirectFrom=HP%208TB%2012G%20SAS%207.2k%203.5in%20MDL%20LP%20HDD,VMware
hdd,Hewlett Packard Enterprise,ST1200MM0009,nan,"2.5""",1200GB,"P28586-B21, P28586-H21, P28586-K21","HPE 1.2TB SAS 10K 2.5"" BC 512e ISE HDD",12 Gbps,"{'Model': ['HPE 1.2TB SAS 10K 2.5"" BC 512e ISE HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['P28586-B21, P28586-H21, P28586-K21'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1200GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['NI05'], 'Series': ['Exos 10E2400'], 'Product Id': ['ST1200MM0009']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=47138&persona=live&column=partnerName&order=asc&redirectFrom=HPE%201.2TB%20SAS%2010K%202.5%22%20BC%20512e%20ISE%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB002000JWFVN,nan,"3.5""",2000GB,"833926-B21 ,833926-H21 , 833926-K21",HPE 2TB SAS 7.2K LFF LP DS HDD,12 Gbps,"{'Model': ['HPE 2TB SAS 7.2K LFF LP DS HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE '], 'Part Number': ['833926-B21 ,833926-H21 , 833926-K21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['2000GB'], 'RPM': [7200], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD1 '], 'Series': ['Tomcat-R SAS '], 'Product Id': ['MB002000JWFVN']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=50194&persona=live&column=partnerName&order=asc&redirectFrom=HPE%202TB%20SAS%207.2K%20LFF%20LP%20DS%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB8000JFECQ,nan,"3.5""",8000GB,819201-B21,HP 8TB 12G SAS 7.2K 3.5in 512e MDL SC HDD,12 Gbps,"{'Model': ['HP 8TB 12G SAS 7.2K 3.5in 512e MDL SC HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['819201-B21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['8000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD2'], 'Series': ['MBJ'], 'Product Id': ['MB8000JFECQ']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40566&persona=live&column=partnerName&order=asc&redirectFrom=HP%208TB%2012G%20SAS%207.2K%203.5in%20512e%20MDL%20SC%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB8000JEQVA,nan,"3.5""",8000GB,793703-B21,HP 8TB 12G SAS 7.2K 3.5in 512e MDL SC HDD,12 Gbps,"{'Model': ['HP 8TB 12G SAS 7.2K 3.5in 512e MDL SC HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HPE'], 'Part Number': ['793703-B21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['8000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['HPD7'], 'Series': ['Ultrastar He8'], 'Product Id': ['MB8000JEQVA']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40664&persona=live&column=partnerName&order=asc&redirectFrom=HP%208TB%2012G%20SAS%207.2K%203.5in%20512e%20MDL%20SC%20HDD,VMware
